provincia|comuna|fraccion|radio|nombre_bapis|a_cargo
2|14|31|7||CEMENTO
2|14|31|8||CEMENTO
2|14|31|9||CEMENTO
2|14|31|10||CEMENTO
2|14|31|11||CEMENTO
2|14|31|12||CEMENTO
2|15|1|1||CEMENTO
2|15|1|2||CEMENTO
2|15|1|3||CEMENTO
2|15|1|4||CEMENTO
2|15|1|5||CEMENTO
2|15|1|6||CEMENTO
2|15|1|7||CEMENTO
2|15|1|8||CEMENTO
2|15|1|9||CEMENTO
2|15|1|10||CEMENTO
2|15|1|11||CEMENTO
2|15|1|12||CEMENTO
2|15|2|1||CEMENTO
2|15|2|2||CEMENTO
2|15|2|3||CEMENTO
2|15|2|4||CEMENTO
2|15|2|5||CEMENTO
2|15|2|6||CEMENTO
2|15|2|7||CEMENTO
2|15|2|8||CEMENTO
2|15|2|9||CEMENTO
2|15|2|10||CEMENTO
2|15|3|1||CEMENTO
2|15|3|2||CEMENTO
2|15|3|3||CEMENTO
2|15|3|4||CEMENTO
2|15|3|5||CEMENTO
2|15|3|6||CEMENTO
2|15|3|7||CEMENTO
2|15|3|8||CEMENTO
2|15|3|9||CEMENTO
2|15|3|10||CEMENTO
2|15|3|11||CEMENTO
2|15|3|12|CHARLONE|CEMENTO
2|15|3|13||CEMENTO
2|15|4|1||CEMENTO
2|15|4|2||CEMENTO
2|15|4|3||CEMENTO
2|15|4|4||CEMENTO
2|15|4|5||CEMENTO
2|15|4|6||CEMENTO
2|15|4|7||CEMENTO
2|15|4|8||CEMENTO
2|15|4|9||CEMENTO
2|15|4|10||CEMENTO
2|15|4|11||CEMENTO
2|15|4|12||CEMENTO
2|15|4|13||CEMENTO
2|15|4|14||CEMENTO
2|15|5|1||CEMENTO
2|15|5|2||CEMENTO
2|15|5|3||CEMENTO
2|15|5|4||CEMENTO
2|15|5|5||CEMENTO
2|15|5|6||CEMENTO
2|15|5|7||CEMENTO
2|15|5|8||CEMENTO
2|15|5|9||CEMENTO
2|15|5|10||CEMENTO
2|15|5|11||CEMENTO
2|15|5|12||CEMENTO
2|15|5|13||CEMENTO
2|15|5|14||CEMENTO
2|15|6|1||CEMENTO
2|15|6|2||CEMENTO
2|15|6|3||CEMENTO
2|15|6|4||CEMENTO
2|15|6|5||CEMENTO
2|15|6|6||CEMENTO
2|15|6|7||CEMENTO
2|15|7|1||CEMENTO
2|15|7|2||CEMENTO
2|15|7|3||CEMENTO
2|15|7|4||CEMENTO
2|15|7|5||CEMENTO
2|15|7|6||CEMENTO
2|15|7|7||CEMENTO
2|15|7|8||CEMENTO
2|15|7|9||CEMENTO
2|15|7|10||CEMENTO
2|15|7|11||CEMENTO
2|15|7|12||CEMENTO
2|15|7|13|CARBONILLA Y BIARRITZ|BAPIS
2|15|8|1||CEMENTO
2|15|8|2||CEMENTO
2|15|8|3||CEMENTO
2|15|8|4||CEMENTO
2|15|8|5||CEMENTO
2|15|8|6||CEMENTO
2|15|8|7||CEMENTO
2|15|8|8||CEMENTO
2|15|8|9||CEMENTO
2|15|8|10||CEMENTO
2|15|9|1||CEMENTO
2|15|9|2||CEMENTO
2|15|9|3||CEMENTO
2|15|9|4||CEMENTO
2|15|9|5||CEMENTO
2|15|9|6|LOS ANDES|CEMENTO
2|15|9|7||CEMENTO
2|15|9|8|ASENTAMIENTO FRAGA|BAPIS
2|15|9|9|ASENTAMIENTO PAREDON LACROZE/BARRIO PLAYO CHACARITA|CEMENTO
2|15|9|10||CEMENTO
2|15|9|11|FRAGA|BAPIS
2|15|10|1||CEMENTO
2|15|10|2||CEMENTO
2|15|10|3||CEMENTO
2|15|10|4||CEMENTO
2|15|10|5||CEMENTO
2|15|10|6||CEMENTO
2|15|10|7||CEMENTO
2|15|10|8||CEMENTO
2|15|10|9||CEMENTO
2|15|10|10||CEMENTO
2|15|10|11||CEMENTO
2|15|10|12||CEMENTO
2|15|10|13||CEMENTO
2|15|11|1||CEMENTO
2|15|11|2||CEMENTO
2|15|11|3||CEMENTO
2|15|11|4||CEMENTO
2|15|11|5||CEMENTO
2|15|11|6||CEMENTO
2|15|11|7||CEMENTO
2|15|11|8||CEMENTO
2|15|11|9||CEMENTO
2|15|11|10||CEMENTO
2|15|11|11||CEMENTO
2|15|11|12||CEMENTO
2|15|11|13||CEMENTO
2|15|11|14||CEMENTO
2|15|11|15||CEMENTO
2|15|11|16||CEMENTO
2|15|12|1||CEMENTO
2|15|12|2||CEMENTO
2|15|12|3||CEMENTO
2|15|12|4||CEMENTO
2|15|12|5||CEMENTO
2|15|12|6||CEMENTO
2|15|12|7||CEMENTO
2|15|12|8||CEMENTO
2|15|12|9||CEMENTO
2|15|12|10||CEMENTO
2|15|13|1||CEMENTO
2|15|13|2||CEMENTO
2|15|13|3||CEMENTO
2|15|13|4||CEMENTO
2|15|13|5||CEMENTO
2|15|13|6||CEMENTO
2|15|13|7||CEMENTO
2|15|13|8||CEMENTO
2|15|13|9||CEMENTO
2|15|13|10||CEMENTO
2|15|14|1||CEMENTO
2|15|14|2||CEMENTO
2|15|14|3||CEMENTO
2|15|14|4||CEMENTO
2|15|14|5||CEMENTO
2|15|14|6||CEMENTO
2|15|14|7||CEMENTO
2|15|14|8||CEMENTO
2|15|14|9||CEMENTO
2|15|14|10||CEMENTO
2|15|14|11||CEMENTO
2|15|15|1||CEMENTO
2|15|15|2||CEMENTO
2|15|15|3||CEMENTO
2|15|15|4||CEMENTO
2|15|15|5||CEMENTO
2|15|15|6||CEMENTO
2|15|15|7||CEMENTO
2|15|15|8||CEMENTO
2|15|15|9||CEMENTO
2|15|15|10||CEMENTO
2|15|16|1||CEMENTO
2|15|16|2||CEMENTO
2|15|16|3||CEMENTO
2|15|16|4||CEMENTO
2|15|16|5||CEMENTO
2|15|16|6||CEMENTO
2|15|16|7||CEMENTO
2|15|16|8||CEMENTO
2|15|16|9||CEMENTO
2|15|16|10||CEMENTO
2|15|16|11||CEMENTO
2|15|17|1||CEMENTO
2|15|17|2||CEMENTO
2|15|17|3||CEMENTO
2|15|17|4||CEMENTO
2|15|17|5||CEMENTO
2|15|17|6||CEMENTO
2|15|17|7||CEMENTO
2|15|17|8||CEMENTO
2|15|17|9||CEMENTO
2|15|17|10||CEMENTO
2|15|17|11||CEMENTO
2|15|17|12||CEMENTO
2|15|18|1||CEMENTO
2|15|18|2||CEMENTO
2|15|18|3||CEMENTO
2|15|18|4||CEMENTO
2|15|18|5||CEMENTO
2|15|18|6||CEMENTO
2|15|18|7||CEMENTO
2|15|18|8||CEMENTO
2|15|18|9||CEMENTO
2|15|18|10||CEMENTO
2|15|18|11||CEMENTO
2|15|18|12||CEMENTO
2|15|18|13||CEMENTO
2|15|19|1||CEMENTO
2|15|19|2||CEMENTO
2|15|19|3||CEMENTO
2|15|19|4||CEMENTO
2|15|19|5||CEMENTO
2|15|19|6||CEMENTO
2|15|19|7||CEMENTO
2|15|19|8||CEMENTO
2|15|19|9||CEMENTO
2|15|19|10||CEMENTO
2|15|19|11||CEMENTO
2|15|20|1||CEMENTO
2|15|20|2||CEMENTO
2|15|20|3||CEMENTO
2|15|20|4||CEMENTO
2|15|20|5||CEMENTO
2|15|20|6||CEMENTO
2|15|20|7||CEMENTO
2|15|20|8||CEMENTO
2|15|20|9||CEMENTO
2|15|20|10||CEMENTO
2|15|20|11||CEMENTO
2|15|20|12||CEMENTO
2|15|21|1||CEMENTO
2|15|21|2||CEMENTO
2|15|21|3||CEMENTO
2|15|21|4||CEMENTO
2|15|21|5||CEMENTO
2|15|21|6||CEMENTO
2|15|21|7||CEMENTO
2|15|21|8||CEMENTO
2|15|21|9||CEMENTO
2|15|21|10||CEMENTO
2|15|21|11||CEMENTO
2|15|21|12||CEMENTO
2|15|21|13||CEMENTO
